session_id,sheet_name,turn_id,turn_index,needs_history,evaluated,long_range,dependency_type,max_lookback,dependency_distances,gold_turn_ids,required_context,error,build_total_ms,retrieve_context_ms,cross_session_leak_turn_ids,future_turn_leak_turn_ids,cross_session_leak_count,future_turn_leak_count,short_retrieved_turn_ids,mid_page_retrieved_turn_ids,mid_session_retrieved_turn_ids,mid_retrieved_turn_ids,long_retrieved_turn_ids,mid_long_retrieved_turn_ids,all_retrieved_turn_ids,add_submit_ms,migration_job_id,profile_job_id,evicted_turn_ids,short_recall,short_precision,short_hit,short_full_recall,short_mrr,short_gold_count,short_retrieved_count,short_matched_count,mid_page_recall,mid_page_precision,mid_page_hit,mid_page_full_recall,mid_page_mrr,mid_page_gold_count,mid_page_retrieved_count,mid_page_matched_count,mid_session_recall,mid_session_precision,mid_session_hit,mid_session_full_recall,mid_session_mrr,mid_session_gold_count,mid_session_retrieved_count,mid_session_matched_count,mid_recall,mid_precision,mid_hit,mid_full_recall,mid_mrr,mid_gold_count,mid_retrieved_count,mid_matched_count,long_recall,long_precision,long_hit,long_full_recall,long_mrr,long_gold_count,long_retrieved_count,long_matched_count,mid_long_recall,mid_long_precision,mid_long_hit,mid_long_full_recall,mid_long_mrr,mid_long_gold_count,mid_long_retrieved_count,mid_long_matched_count,all_recall,all_precision,all_hit,all_full_recall,all_mrr,all_gold_count,all_retrieved_count,all_matched_count
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q001,0,False,False,False,独立问题,0,,,无需前文；本行建立本Session的分析期间、公开来源、指标定义和首轮财务画像,,4283.499107001262,4283.4011079976335,,,0,0,,,,,,,,8.154376999300439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q002,1,True,False,False,相邻承接,1,1,S001-Q001,S001-Q001“先帮我梳理一下贵州茅台2023—2025年的主要财务变化。”中已经确认的三年路径结论、三年原数、指标口径和限制,,42.71027900176705,42.42777999752434,,,0,0,S001-Q001,,,,,,S001-Q001,7.9926780017558485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q003,2,True,False,False,相邻承接,1,1,S001-Q002,S001-Q002“刚才先看了整体变化，接着确认一下年报来源、单位和三年比较口径是否一致；先说明能确认的事实……”中已经确认的来源追溯结论、三年原数、指标口径和限制,,46.40266899878043,46.19606900087092,,,0,0,S001-Q001|S001-Q002,,,,,,S001-Q001|S001-Q002,15.581955998641206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q004,3,True,False,False,相邻承接,1,1,S001-Q003,S001-Q003“口径确认后，把刚才提到的关键指标逐年列出来，哪一年变化最明显；请从当前岗位最关心的证据开……”中已经确认的口径一致结论、三年原数、指标口径和限制,,46.216868999181315,45.905470000434434,,,0,0,S001-Q001|S001-Q002|S001-Q003,,,,,,S001-Q001|S001-Q002|S001-Q003,15.523956000834005,99fb74bf-a30f-44a0-ab14-0485ebddc027,,S001-Q001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q005,4,True,False,False,相邻承接＋历史回溯,3,3|1,S001-Q002|S001-Q004,S001-Q002“刚才先看了整体变化，接着确认一下年报来源、单位和三年比较口径是否一致；先说明能确认的事实……”中已经确认的来源追溯结论、三年原数、指标口径和限制；S001-Q004“沿着上一轮的年度变化看，收入规模和利润表现是同步的吗；不要只比较2023年和2025年两……”中已经确认的规模质量结论、三年原数、指标口径和限制,,233.21604000011575,232.80684100245708,,,0,0,S001-Q001|S001-Q002|S001-Q003|S001-Q004,,,,,,S001-Q001|S001-Q002|S001-Q003|S001-Q004,21.533238999836612,d5a46400-76f5-4740-a157-fae3a55cbd38,,S001-Q002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q006,5,True,False,False,相邻承接,1,1,S001-Q005,S001-Q005“刚才如果识别出了拐点，它主要发生在2024年还是2025年；如果指标方向不同，请保留这种……”中已经确认的年度拐点结论、三年原数、指标口径和限制,,377.1558049993473,376.51510700015933,,,0,0,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005,,,,,,S001-Q001|S001-Q002|S001-Q003|S001-Q004|S001-Q005,14.458957000897499,7bb44810-84a1-4c66-a64a-dd7626b922a0,,S001-Q003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q007,6,True,True,True,相邻承接＋历史回溯,6,6|1,S001-Q001|S001-Q006,S001-Q001“先帮我梳理一下贵州茅台2023—2025年的主要财务变化。”中已经确认的三年路径结论、三年原数、指标口径和限制；S001-Q006“再把扣非净利润接进来，前面对盈利趋势的判断需要调整吗；把结论写得可以回到公开来源复算。”中已经确认的扣非差异结论、三年原数、指标口径和限制,,71.5287500024715,70.95185300204321,,,0,0,S001-Q004|S001-Q005|S001-Q006,S001-Q002|S001-Q003|S001-Q001,S001-Q001|S001-Q002|S001-Q003,S001-Q002|S001-Q003|S001-Q001,S001-Q001|S001-Q002|S001-Q003,S001-Q002|S001-Q003|S001-Q001,S001-Q004|S001-Q005|S001-Q006|S001-Q002|S001-Q003|S001-Q001,18.78200799910701,7373b3db-6aab-4195-a74b-9821f407af07,,S001-Q004,0.5,0.3333333333333333,1,0,0.3333333333333333,2,3,1,0.5,0.3333333333333333,1,0,0.3333333333333333,2,3,1,0.5,0.3333333333333333,1,0,1.0,2,3,1,0.5,0.3333333333333333,1,0,0.3333333333333333,2,3,1,0.5,0.3333333333333333,1,0,1.0,2,3,1,0.5,0.3333333333333333,1,0,0.3333333333333333,2,3,1,1.0,0.3333333333333333,1,1,0.3333333333333333,2,6,2
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q008,7,True,False,False,相邻承接,1,1,S001-Q007,S001-Q007“既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请明确哪些是年报原数、哪些是……”中已经确认的现金利润结论、三年原数、指标口径和限制,,113.09984599938616,112.50124900107039,,,0,0,S001-Q004|S001-Q005|S001-Q006|S001-Q007,S001-Q002|S001-Q003|S001-Q001,S001-Q001|S001-Q002|S001-Q003,S001-Q002|S001-Q003|S001-Q001,S001-Q001|S001-Q002|S001-Q003,S001-Q002|S001-Q003|S001-Q001,S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q002|S001-Q003|S001-Q001,12.83003699791152,15a8b1d4-4a84-4242-872b-57ee85d68d06,,S001-Q005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q009,8,True,False,False,相邻承接,1,1,S001-Q008,S001-Q008“把前面的现金和利润变化放到总资产路径里看，资产扩张得到经营结果支撑了吗；把口径限制放在结……”中已经确认的资产效率结论、三年原数、指标口径和限制,,99.58751299927826,98.85901700181421,,,0,0,S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008,S001-Q003|S001-Q001|S001-Q002,S001-Q001|S001-Q002|S001-Q003,S001-Q003|S001-Q001|S001-Q002,S001-Q001|S001-Q002|S001-Q003,S001-Q003|S001-Q001|S001-Q002,S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q003|S001-Q001|S001-Q002,11.550343999260804,3605ebdf-0115-46e0-b766-c8636ef6d030,,S001-Q006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001_贵州茅台_投研,S001_贵州茅台_投研,S001-Q010,9,True,False,False,相邻承接＋历史回溯,3,3|1,S001-Q007|S001-Q009,S001-Q007“既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请明确哪些是年报原数、哪些是……”中已经确认的现金利润结论、三年原数、指标口径和限制；S001-Q009“接着看股东权益，前面这些经营变化最终有没有转化为权益积累；把2024年这个中间点也保留下……”中已经确认的权益积累结论、三年原数、指标口径和限制,,74.96453299972927,74.3211360022542,,,0,0,S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009,S001-Q003|S001-Q002|S001-Q001,S001-Q001|S001-Q002|S001-Q003,S001-Q003|S001-Q002|S001-Q001,S001-Q002|S001-Q003|S001-Q001,S001-Q003|S001-Q002|S001-Q001,S001-Q004|S001-Q005|S001-Q006|S001-Q007|S001-Q008|S001-Q009|S001-Q003|S001-Q002|S001-Q001,8.605258000898175,c860bfc3-6611-4cd1-809e-9c7e15f100c6,,S001-Q007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
