Config,session_id,query_id,page_id,source_turn_id,is_gold,dense_rank,hybrid_rank,raw_bm25_score,normalized_bm25_score,hybrid_final_score,shared_tokens
H0,S001,S001-Q014,dea63c61-1950-5f6a-bdd9-1323f83f3b37,S001-Q002,False,9,1,10.224096298217773,0.29153267427355156,0.41317891023591213,"[""三年"", ""先"", ""再"", ""净利润"", ""口径"", ""归母"", ""的"", ""经营"", ""结论"", ""说明""]"
H0,S001,S001-Q021,e7eefead-7365-5540-b914-0d6077a14d8c,S001-Q003,False,16,1,19.322425842285156,0.9749426859126492,0.7553137251489364,"[""上升"", ""从"", ""先升后"", ""关心"", ""净利润"", ""呈"", ""回答"", ""岗位"", ""开始"", ""归母"", ""总资产"", ""最"", ""的"", ""经营"", ""结论"", ""证据"", ""连续"", ""降""]"
H0,S001,S001-Q022,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,False,7,1,14.366089820861816,0.7654948450186095,0.675872157864682,"[""2023"", ""2025"", ""三年"", ""不要"", ""两个"", ""变化"", ""只"", ""和"", ""年"", ""比较"", ""的"", ""端点"", ""经营"", ""连续""]"
H0,S001,S001-Q026,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,False,6,3,7.906761169433594,0.11439441649190098,0.35460128887529924,"[""净利润"", ""变化"", ""归母"", ""总资产"", ""现金"", ""现金流"", ""的"", ""确认"", ""经营"", ""结论"", ""还是""]"
H0,S001,S001-Q026,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,False,17,4,8.893445014953613,0.17461340040354692,0.3454145412166355,"[""不要"", ""与"", ""净利润"", ""变化"", ""归母"", ""总资产"", ""的"", ""确认"", ""经营"", ""结论"", ""表现""]"
H0,S001,S001-Q026,e7eefead-7365-5540-b914-0d6077a14d8c,S001-Q003,False,21,1,15.979496955871582,0.879716525176158,0.6719335514798712,"[""与"", ""净利润"", ""变化"", ""年份"", ""归母"", ""总资产"", ""明显"", ""最"", ""的"", ""确认"", ""经营"", ""结论"", ""逐年""]"
H0,S001,S001-Q028,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,False,6,3,7.382750034332275,0.09041115829702291,0.2717091897594734,"[""一轮"", ""可能"", ""数字"", ""的"", ""结论""]"
H0,S001,S001-Q028,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,S001-Q010,False,12,1,12.267468452453613,0.5333838160217426,0.47722335136833893,"[""一轮"", ""下"", ""的"", ""直接"", ""结论"", ""能"", ""追问""]"
H0,S001,S001-Q033,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,False,17,5,7.763814926147461,0.10735071922475181,0.2964145900067393,"[""一轮"", ""上"", ""不能"", ""同比"", ""基于"", ""归母"", ""总资产"", ""把"", ""的"", ""股东权益"", ""说明"", ""近似""]"
H0,S001,S001-Q035,71a788a3-0077-5908-a7f4-d02349fd6e1c,S001-Q017,False,15,1,10.534255027770996,0.3245646968998415,0.3736481525261155,"[""不"", ""修订"", ""判断"", ""和"", ""指出"", ""收入"", ""方向"", ""的"", ""需要""]"
H0,S001,S001-Q035,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,False,19,2,9.569915771484375,0.2288101230437015,0.3226152615931856,"[""不"", ""判断"", ""前面"", ""收入"", ""方向"", ""的"", ""需要""]"
H0,S001,S001-Q039,28a3b6de-dd4b-5bf8-919e-169ce12b1349,S001-Q021,False,8,1,19.970922470092773,0.9817551884084563,0.7300730006411483,"[""从"", ""关心"", ""回答"", ""岗位"", ""开始"", ""最"", ""权益"", ""的"", ""证据""]"
H0,S001,S001-Q039,e7eefead-7365-5540-b914-0d6077a14d8c,S001-Q003,False,33,2,23.128948211669922,0.9961830300541061,0.6961588224992821,"[""从"", ""关心"", ""变化"", ""和"", ""回答"", ""岗位"", ""开始"", ""最"", ""权益"", ""的"", ""证据""]"
H0,S001,S001-Q042,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,False,17,3,6.639492988586426,0.06414865586185281,0.2817118273825637,"[""三年"", ""公开"", ""再"", ""口径"", ""或"", ""把"", ""来源"", ""检查"", ""确认"", ""结论""]"
H0,S001,S001-Q042,812b1a36-c36b-58cb-882e-3759ed7c7c58,S001-Q026,False,15,5,5.998725414276123,0.047397090717270454,0.2753659852962268,"[""三年"", ""公开"", ""口径"", ""存在"", ""或"", ""来源"", ""检查"", ""确认"", ""结论""]"
H0,S001,S001-Q042,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,False,28,4,7.036726951599121,0.07715559667693178,0.2759579453187515,"[""三年"", ""公开"", ""回到"", ""复算"", ""或"", ""是否"", ""来源"", ""确认"", ""结论""]"
H0,S001,S001-Q042,dea63c61-1950-5f6a-bdd9-1323f83f3b37,S001-Q002,False,18,1,13.250540733337402,0.6514162601810501,0.5747344435146355,"[""三年"", ""公开"", ""再"", ""单位"", ""口径"", ""或"", ""是否"", ""来源"", ""比较"", ""确认"", ""结论""]"
H0,S001,S001-Q044,77cecfad-195f-539e-b105-acf49d23a9c6,S001-Q020,False,37,1,9.525287628173828,0.22489651508524197,0.27735611531830917,"[""事实"", ""把"", ""的"", ""结论"", ""证据"", ""超过""]"
H0,S001,S001-Q044,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,False,19,4,7.111493110656738,0.07985980057434858,0.228713307498478,"[""中"", ""哪些"", ""把"", ""的"", ""结论""]"
H0,S001,S001-Q044,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,False,14,2,7.729970455169678,0.10573986169889396,0.24549570678271265,"[""中"", ""口径"", ""的"", ""结论"", ""限制""]"
H0,S001,S001-Q049,3b7f143a-e38f-5d11-9219-ef3c808f775a,S001-Q031,False,26,3,11.149669647216797,0.3952814318259956,0.47966012247008094,"[""一问"", ""上"", ""上升"", ""先升后"", ""关系"", ""具体"", ""净利润"", ""原因"", ""呈"", ""和"", ""归母"", ""总资产"", ""披露"", ""的"", ""说明"", ""连续"", ""降""]"
H0,S001,S001-Q049,5fcaa70b-2b7a-509b-bb78-82c6345a84eb,S001-Q038,False,9,4,9.25783920288086,0.20244534787148855,0.40272514013752647,"[""上升"", ""先升后"", ""具体"", ""原因"", ""归母"", ""披露"", ""的"", ""而"", ""说明"", ""连续"", ""降"", ""风险""]"
H0,S001,S001-Q049,7c06f308-8022-5f54-a63c-ab30458f4115,S001-Q013,False,8,1,12.263069152832031,0.5328363150492229,0.5694732949204702,"[""一问"", ""上"", ""上升"", ""先升后"", ""关系"", ""具体"", ""净利润"", ""原因"", ""呈"", ""归母"", ""总资产"", ""披露"", ""的"", ""说明"", ""连续"", ""降""]"
H0,S001,S001-Q049,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,False,23,2,11.96462631225586,0.49557840429665034,0.5307712237185309,"[""上"", ""上升"", ""先升后"", ""具体"", ""净利润"", ""原因"", ""反证"", ""呈"", ""归母"", ""总资产"", ""把"", ""披露"", ""检验"", ""的"", ""说明"", ""连续"", ""降""]"
H0,S002,S002-Q013,5d1eccd0-c642-585e-9c32-5450ef208a4b,S002-Q003,False,6,4,4.31532621383667,0.02099326411410596,0.19855405469499243,"[""口径"", ""和"", ""披露"", ""最"", ""的""]"
H0,S002,S002-Q021,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,False,8,5,3.540545701980591,0.014347514118972686,0.3381517631839828,"[""三年"", ""区分"", ""变化"", ""和"", ""收入"", ""茅台"", ""营业"", ""贵州"", ""路径""]"
H0,S002,S002-Q022,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,False,6,4,4.0307159423828125,0.01825949095573682,0.38059405755443704,"[""三年"", ""保留"", ""再"", ""净利润"", ""反证"", ""和"", ""归母"", ""收入"", ""的"", ""茅台"", ""营业"", ""贵州""]"
H0,S002,S002-Q026,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,False,7,1,8.52834701538086,0.14984382379648756,0.41673371786176,"[""直接"", ""缺口"", ""茅台"", ""证据不足"", ""说明"", ""贵州""]"
H0,S002,S002-Q028,0c762a14-8087-5bb0-a22d-c86667c2dabe,S002-Q017,False,10,4,7.158806800842285,0.08161552651544679,0.40436542979786927,"[""三年"", ""不"", ""先升后"", ""净利润"", ""呈"", ""在"", ""已"", ""归母"", ""披露"", ""收入"", ""数字"", ""结论"", ""茅台"", ""营业"", ""贵州"", ""降""]"
H0,S002,S002-Q028,1489a6a2-1be1-5d95-99ec-ac3f42b06c35,S002-Q013,False,15,3,10.059683799743652,0.2748489906226649,0.4913270438628919,"[""一轮"", ""上"", ""不"", ""先升后"", ""净利润"", ""呈"", ""回答"", ""归母"", ""披露"", ""收入"", ""最"", ""结论"", ""茅台"", ""营业"", ""贵州"", ""降""]"
H0,S002,S002-Q028,37f703bf-173c-56df-b339-f52774261c6e,S002-Q004,False,11,5,6.733391761779785,0.06702553790611387,0.39617591878673614,"[""一项"", ""不"", ""先升后"", ""净利润"", ""可能"", ""呈"", ""已"", ""归母"", ""披露"", ""收入"", ""结论"", ""茅台"", ""营业"", ""贵州"", ""降""]"
H0,S002,S002-Q028,6b4b9646-98e5-5584-bb4f-cc3b2b4e51d0,S002-Q010,False,14,1,18.482437133789062,0.9623562789938734,0.8362208951007271,"[""不"", ""信息"", ""先升后"", ""净利润"", ""加入"", ""呈"", ""季度"", ""完整"", ""已"", ""归母"", ""披露"", ""收入"", ""数据"", ""最"", ""结论"", ""茅台"", ""营业"", ""财年"", ""贵州"", ""降""]"
H0,S002,S002-Q033,0c762a14-8087-5bb0-a22d-c86667c2dabe,S002-Q017,False,7,3,8.80468463897705,0.16830924096248395,0.44768081576894647,"[""三年"", ""与"", ""保留"", ""冲突"", ""净利润"", ""在"", ""归母"", ""数字"", ""现金流"", ""茅台"", ""贵州""]"
H0,S002,S002-Q033,5d1eccd0-c642-585e-9c32-5450ef208a4b,S002-Q003,False,13,2,12.149367332458496,0.518662243075231,0.6182017470335261,"[""三年"", ""与"", ""保留"", ""净利润"", ""归母"", ""指标"", ""明显"", ""最"", ""现金流"", ""茅台"", ""贵州"", ""逐年""]"
